Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA20,EMA50,SMA200,RSI,BB_middle,BB_std,BB_upper,BB_lower,TR,ATR
2024-06-26 00:00:00-04:00,186.5399932861328,197.75999450683594,186.36000061035156,196.3699951171875,95737100,0.0,0.0,196.3699951171875,196.3699951171875,,,,,,,,
2024-06-27 00:00:00-04:00,195.1699981689453,198.72000122070312,194.0500030517578,197.4199981689453,72746500,0.0,0.0,196.4699954078311,196.4111717074525,,,,,,,4.6699981689453125,
2024-06-28 00:00:00-04:00,199.5500030517578,203.1999969482422,195.25999450683594,197.8800048828125,95438100,0.0,0.0,196.604282024496,196.46877300844702,,,,,,,7.94000244140625,
2024-07-01 00:00:00-04:00,201.02000427246094,213.22999572753906,200.85000610351562,209.86000061035156,135691400,0.0,0.0,197.8667314136251,196.99391918891388,,,,,,,15.349990844726562,
2024-07-02 00:00:00-04:00,218.88999938964844,231.3000030517578,218.05999755859375,231.25999450683594,205047900,0.0,0.0,201.04704218440708,198.33768684844023,,,,,,,21.44000244140625,
2024-07-03 00:00:00-04:00,234.55999755859375,248.35000610351562,234.25,246.38999938964844,166561500,0.0,0.0,205.3654190610967,200.22209126182096,,,,,,,17.090011596679688,
2024-07-05 00:00:00-04:00,249.80999755859375,252.3699951171875,242.4600067138672,251.52000427246094,154501200,0.0,0.0,209.7610938431314,202.23377412498334,,,,,,,9.909988403320312,
2024-07-08 00:00:00-04:00,247.7100067138672,259.44000244140625,244.57000732421875,252.94000244140625,157219600,0.0,0.0,213.8733708524909,204.22225366680385,,,,,,,14.8699951171875,
2024-07-09 00:00:00-04:00,251.0,265.6099853515625,250.3000030517578,262.3299865722656,160210900,0.0,0.0,218.48828663532657,206.50098829054744,,,,,,,15.309982299804688,
2024-07-10 00:00:00-04:00,262.79998779296875,267.5899963378906,257.8599853515625,263.260009765625,128519400,0.0,0.0,222.75226026678357,208.72683226996227,,,,,,,9.730010986328125,
2024-07-11 00:00:00-04:00,263.29998779296875,271.0,239.64999389648438,241.02999877929688,221707300,0.0,0.0,224.4929972679753,209.99362311346562,,,,,,,31.350006103515625,
2024-07-12 00:00:00-04:00,235.8000030517578,251.83999633789062,233.08999633789062,248.22999572753906,155955800,0.0,0.0,226.75366378793376,211.49308870617438,,,,,,,18.75,
2024-07-15 00:00:00-04:00,255.97000122070312,265.6000061035156,251.72999572753906,252.63999938964844,146912900,0.0,0.0,229.21902908333516,213.1066930467028,,,,,,,17.370010375976562,
2024-07-16 00:00:00-04:00,255.30999755859375,258.6199951171875,245.8000030517578,256.55999755859375,126332500,0.0,0.0,231.8229308428836,214.81074420403183,,78.75775843264788,,,,,12.819992065429688,
2024-07-17 00:00:00-04:00,252.72999572753906,258.4700012207031,246.17999267578125,248.5,115584800,0.0,0.0,233.41122314356136,216.13189149014823,,73.12571853435509,,,,,12.290008544921875,14.920714242117745
2024-07-18 00:00:00-04:00,251.08999633789062,257.1400146484375,247.1999969482422,249.22999572753906,110869000,0.0,0.0,234.91777291346398,217.4298563622028,,73.04919957553989,,,,,9.940017700195312,15.297144208635602
2024-07-19 00:00:00-04:00,247.7899932861328,249.44000244140625,236.8300018310547,239.1999969482422,87403900,0.0,0.0,235.32560377391903,218.2835873655769,,66.93997613593584,,,,,12.610000610351562,15.630715506417411
2024-07-22 00:00:00-04:00,244.2100067138672,253.2100067138672,243.75,251.50999450683594,101225400,0.0,0.0,236.86697431991112,219.58658372405765,,67.02918921670724,,,,,14.010009765625,15.53500257219587
2024-07-23 00:00:00-04:00,253.60000610351562,255.75999450683594,245.6300048828125,246.3800048828125,111928200,0.0,0.0,237.77297723066363,220.6373061224402,,57.13073465698022,,,,,10.129989624023438,14.727144513811384
2024-07-24 00:00:00-04:00,225.4199981689453,225.99000549316406,214.7100067138672,215.99000549316406,167942900,0.0,0.0,235.6984084937589,220.4550590389392,,37.46702085980157,237.92499923706055,21.98158212778897,281.88816349263845,193.9618349814826,31.669998168945312,15.768572126116071
2024-07-25 00:00:00-04:00,216.8000030517578,226.0,216.22999572753906,220.25,100636500,0.0,0.0,234.2271314943533,220.4470175080004,,37.015195048553515,239.11899948120117,20.18034948701226,279.4796984552257,198.75830050717664,10.009994506835938,15.77571541922433
2024-07-26 00:00:00-04:00,221.19000244140625,222.27999877929688,215.3300018310547,219.8000030517578,94604100,0.0,0.0,232.85311926172514,220.42164439206934,,36.12692441980121,240.2379997253418,18.277189241200947,276.7923782077437,203.68362124293992,6.9499969482421875,15.210001264299665
2024-07-29 00:00:00-04:00,224.89999389648438,234.27000427246094,224.6999969482422,232.10000610351562,129201800,0.0,0.0,232.78139419903852,220.87961936114567,,37.64610585994839,241.94899978637696,15.492840576667493,272.93468093971194,210.96331863304198,14.470001220703125,15.150002615792411
2024-07-30 00:00:00-04:00,232.25,232.41000366210938,220.0,222.6199951171875,100560300,0.0,0.0,231.8136419055289,220.94786939079438,,34.47669345172943,242.58699951171874,14.320209778562173,271.2274190688431,213.9465799545944,12.410003662109375,15.3414306640625
2024-07-31 00:00:00-04:00,227.89999389648438,234.67999267578125,226.7899932861328,232.07000732421875,67497000,0.0,0.0,231.83805765968984,221.3840316626934,,46.20725032785987,242.62750015258788,14.287596811278776,271.20269377514546,214.05230653003034,12.05999755859375,13.963572910853795
2024-08-01 00:00:00-04:00,227.69000244140625,231.8699951171875,214.3300018310547,216.86000061035156,83861900,0.0,0.0,230.4115760359433,221.20661868024862,,37.5644200813544,241.15100021362304,15.363626937718855,271.87825408906076,210.4237463381853,17.740005493164062,13.891430446079799
2024-08-02 00:00:00-04:00,214.8800048828125,216.1300048828125,205.77999877929688,207.6699981689453,82880100,0.0,0.0,228.2457114771816,220.67577081706025,,32.8240776248182,238.95849990844727,16.861821906191395,272.68214372083,205.23485609606448,11.080001831054688,13.442144121442523
2024-08-05 00:00:00-04:00,185.22000122070312,203.8800048828125,182.0,198.8800048828125,100308800,0.0,0.0,225.4489775158131,219.82103489807014,,28.75976093889315,236.25550003051757,18.731873913009924,273.71924785653744,198.79175220449773,25.669998168945312,14.360001700265068
2024-08-06 00:00:00-04:00,200.75,202.89999389648438,192.6699981689453,200.63999938964844,73783900,0.0,0.0,223.08621769427364,219.06883742715164,,31.518380371643687,233.1710006713867,19.28331869384507,271.73763805907686,194.60436328369656,10.229995727539062,14.212857927594866
2024-08-07 00:00:00-04:00,200.77000427246094,203.49000549316406,191.47999572753906,191.75999450683594,71159800,0.0,0.0,220.1027678668986,217.99790241066867,,29.121558097147144,229.59599990844725,20.02497331794851,269.64594654434427,189.54605327255024,12.010009765625,14.360714503696986
2024-08-08 00:00:00-04:00,195.6999969482422,200.6999969482422,192.0399932861328,198.83999633789062,65033900,0.0,0.0,218.07774200699308,217.2466119764421,,35.01633567249303,227.48649978637695,20.95758521327208,269.4016702129211,185.5713293598328,8.94000244140625,14.09857177734375
2024-08-09 00:00:00-04:00,197.0500030517578,200.8800048828125,195.11000061035156,200.0,58648300,0.0,0.0,216.35605229204134,216.57027425187576,,29.150818160291507,225.075,21.218283580206567,267.5115671604131,182.63843283958687,5.7700042724609375,13.50999995640346
2024-08-12 00:00:00-04:00,199.02000427246094,199.25999450683594,194.6699981689453,197.49000549316406,64044900,0.0,0.0,214.5592859302435,215.8220284182008,,29.782486254661336,222.31750030517577,21.03020664983802,264.3779136048518,180.25708700549973,5.3300018310546875,13.16714368547712
2024-08-13 00:00:00-04:00,198.47000122070312,208.49000549316406,197.05999755859375,207.8300018310547,76247400,0.0,0.0,213.91840173032077,215.50861561086174,,45.954787637205776,219.88100051879883,19.63044173655047,259.14188399189976,180.6201170456979,11.430007934570312,11.721430097307477
2024-08-14 00:00:00-04:00,207.38999938964844,208.44000244140625,198.75,201.3800048828125,70250000,0.0,0.0,212.72426869722474,214.9545524450559,,40.84425435989651,217.52500076293944,18.82601171377342,255.1770241904863,179.8729773353926,9.69000244140625,11.698573521205358
2024-08-15 00:00:00-04:00,205.02000427246094,215.8800048828125,204.82000732421875,214.13999938964844,89848500,0.0,0.0,212.85910019174128,214.9226091879811,,47.546808736343344,215.77050094604493,17.288027132181416,250.34655521040776,181.1944466816821,14.5,12.237859453473773
2024-08-16 00:00:00-04:00,211.14999389648438,219.8000030517578,210.8000030517578,216.1199951171875,88765100,0.0,0.0,213.16966161321236,214.9695654989304,,42.39336934198075,214.6165008544922,16.38868078466351,247.3938624238192,181.83913928516517,9.0,11.847145080566406
2024-08-19 00:00:00-04:00,217.07000732421875,222.97999572753906,214.08999633789062,222.72000122070312,76435200,0.0,0.0,214.07921776630673,215.27350415468618,,50.048945820247994,213.17700119018554,14.079253041657182,241.3355072734999,185.01849510687117,8.889999389648438,11.595716203962054
2024-08-20 00:00:00-04:00,224.8800048828125,228.22000122070312,219.55999755859375,221.10000610351562,74001200,0.0,0.0,214.7478642746123,215.5019944271893,,44.185305426552205,211.9130012512207,11.909002772646707,235.7310067965141,188.0949957059273,8.660003662109375,11.352859497070312
2024-08-21 00:00:00-04:00,222.6699981689453,224.66000366210938,218.86000061035156,223.27000427246094,70146000,0.0,0.0,215.5594966553598,215.80662226425875,,53.9426776938931,212.27700119018556,12.149013883880151,236.57502895794585,187.97897342242527,5.8000030517578125,10.500002179827009
2024-08-22 00:00:00-04:00,223.82000732421875,224.8000030517578,210.32000732421875,210.66000366210938,79514500,0.0,0.0,215.09287827505025,215.6047940837823,,51.76484850275229,211.79750137329103,12.006182175424202,235.80986572413943,187.78513702244263,14.479995727539062,10.74285888671875
2024-08-23 00:00:00-04:00,214.4600067138672,221.47999572753906,214.2100067138672,220.32000732421875,81525200,0.0,0.0,215.59070008925676,215.7897044069367,,62.52629458132822,211.82350158691406,12.0249725954553,235.87344677782465,187.77355639600347,10.819992065429688,9.682144165039062
2024-08-26 00:00:00-04:00,218.75,219.08999633789062,211.00999450683594,213.2100067138672,59301200,0.0,0.0,215.3639673868387,215.6885397915222,,56.911914844774145,210.87900161743164,11.050943064581512,232.98088774659468,188.7771154882686,9.310012817382812,9.616431100027901
2024-08-27 00:00:00-04:00,213.25,215.66000366210938,206.94000244140625,209.2100067138672,62821400,0.0,0.0,214.77787589417477,215.43447967082983,,60.13946233729571,210.20850219726563,10.70240193378589,231.61330606483742,188.80369832969384,8.720001220703125,9.381430489676339
2024-08-28 00:00:00-04:00,209.72000122070312,211.83999633789062,202.58999633789062,205.75,64116400,0.0,0.0,213.91807818996764,215.0546961543267,,54.19143775087318,208.8925018310547,9.413323234548292,227.71914830015126,190.0658553619581,9.25,9.403573172433036
2024-08-29 00:00:00-04:00,209.8000030517578,214.88999938964844,205.97000122070312,206.27999877929688,62308800,0.0,0.0,213.19064205561804,214.71059037491378,,53.83863063353457,208.36350173950194,9.237651061377864,226.83880386225766,189.88819961674622,9.139999389648438,9.644287109375
2024-08-30 00:00:00-04:00,208.6300048828125,214.57000732421875,207.02999877929688,214.11000061035156,63370600,0.0,0.0,213.27820001321172,214.68703783512703,,59.538565225371904,208.68550186157228,9.324041833097727,227.33358552776772,190.03741819537683,8.290008544921875,9.855716160365514
2024-09-03 00:00:00-04:00,215.25999450683594,219.89999389648438,209.63999938964844,210.60000610351562,76714200,0.0,0.0,213.023133926574,214.5267620809462,,51.72499969117531,209.27150192260743,9.039291425604294,227.350084773816,191.19291907139885,10.259994506835938,9.772143772670201
2024-09-04 00:00:00-04:00,210.58999633789062,222.22000122070312,210.57000732421875,219.41000366210938,80651800,0.0,0.0,213.6314072347202,214.71826175079576,,60.90744108334641,210.21000213623046,9.07030356536348,228.3506092669574,192.0693950055035,11.649993896484375,9.912143162318639
2024-09-05 00:00:00-04:00,223.49000549316406,235.0,222.25,230.1699981689453,119355000,0.0,0.0,215.20651113321784,215.32421219856633,,59.938003715084996,212.13050231933593,9.024440410189566,230.17938313971507,194.0816214989568,15.589996337890625,9.99000004359654
2024-09-06 00:00:00-04:00,232.60000610351562,233.60000610351562,210.50999450683594,210.72999572753906,112177000,0.0,0.0,214.780176332677,215.14404684676134,,47.2530836020198,212.72500228881836,8.477913207799768,229.6808287044179,195.7691758732188,23.090011596679688,10.996429443359375
2024-09-09 00:00:00-04:00,216.1999969482422,219.8699951171875,213.6699981689453,216.27000427246094,67443500,0.0,0.0,214.92206470789452,215.18820203992604,,46.67697231044787,213.53850250244142,7.957224253810055,229.45295101006153,197.6240539948213,9.139999389648438,11.014286586216517
2024-09-10 00:00:00-04:00,220.07000732421875,226.39999389648438,218.63999938964844,226.1699981689453,78891100,0.0,0.0,215.99329646608984,215.61886071165227,,52.40671792333288,214.97250213623047,7.4829781089624925,229.93845835415547,200.00654591830548,10.129989624023438,11.119285583496094
2024-09-11 00:00:00-04:00,224.5500030517578,228.47000122070312,216.8000030517578,228.1300048828125,83548600,0.0,0.0,217.14917345815866,216.10949381640367,,52.3116438977551,215.98750228881835,7.831798637023705,231.65109956286577,200.32390501477093,11.669998168945312,11.538570949009486
2024-09-12 00:00:00-04:00,224.66000366210938,231.4499969482422,223.8300018310547,229.80999755859375,72020000,0.0,0.0,218.35496622962867,216.64676847296016,,60.16561917407169,217.40900192260742,7.61809997988204,232.6452018823715,202.17280196284332,7.6199951171875,11.048570905412946
2024-09-13 00:00:00-04:00,228.0,232.6699981689453,226.32000732421875,230.2899932861328,59515100,0.0,0.0,219.49163547310525,217.18179689700617,,55.864008120311276,218.21650161743165,8.09439684229321,234.40529530201806,202.02770793284523,6.3499908447265625,10.729285103934151
2024-09-16 00:00:00-04:00,229.3000030517578,229.9600067138672,223.52999877929688,226.77999877929688,54323000,0.0,0.0,220.18576531179016,217.5581969708215,,58.334353272599316,218.7495018005371,8.297502175835495,235.34450615220808,202.15449744886612,6.7599945068359375,10.547140938895089
2024-09-17 00:00:00-04:00,229.4499969482422,234.57000732421875,226.5500030517578,227.8699951171875,66761600,0.0,0.0,220.917596721828,217.96258121185548,,61.885345242318365,219.00700149536132,8.504533514354307,236.01606852406994,201.9979344666527,8.020004272460938,10.49714115687779
2024-09-18 00:00:00-04:00,230.08999633789062,235.67999267578125,226.8800048828125,227.1999969482422,78010200,0.0,0.0,221.51592055291508,218.32483280936086,,64.16589862122659,219.31200103759767,8.690886719415744,236.69377447642916,201.93022759876618,8.79998779296875,10.46499742780413
2024-09-19 00:00:00-04:00,234.0,244.24000549316406,232.1300048828125,243.9199981689453,102694600,0.0,0.0,223.64964223063222,219.32856478424654,,70.47878571225769,220.34450073242186,10.269180637220979,240.88286200686383,199.8061394579799,17.040008544921875,11.029283796037946
2024-09-20 00:00:00-04:00,241.52000427246094,243.99000549316406,235.9199981689453,238.25,99879100,0.0,0.0,225.04015249438152,220.070581851531,,63.44996998061109,221.7240005493164,10.742004061424936,243.20800867216627,200.23999242646653,8.07000732421875,11.01356942313058
2024-09-23 00:00:00-04:00,242.61000061035156,250.0,241.9199981689453,250.0,86927200,0.0,0.0,227.41728082824994,221.24428452401997,,70.1061450043107,223.20800018310547,12.451882596101791,248.11176537530906,198.30423499090188,11.75,11.119998386928014
2024-09-24 00:00:00-04:00,254.0800018310547,257.19000244140625,249.0500030517578,254.27000427246094,88491000,0.0,0.0,229.97468306103195,222.53941078866472,,68.65368439221952,225.26100006103516,14.004755354438078,253.2705107699113,197.251489352159,8.139999389648438,10.869284493582589
2024-09-25 00:00:00-04:00,252.5399932861328,257.04998779296875,252.27999877929688,257.0199890136719,65034300,0.0,0.0,232.55042648509288,223.89159032690029,,65.71461895258915,227.6514991760254,15.154015534718107,257.9595302454616,197.34346810658917,4.769989013671875,10.096426827566964
2024-09-26 00:00:00-04:00,260.6000061035156,261.75,251.52999877929688,254.22000122070312,67142200,0.0,0.0,234.61419550753195,225.0809397737161,,81.61072033102208,230.07499923706055,15.341690933920695,260.75838110490196,199.39161736921915,10.220001220703125,9.177140372140068
2024-09-27 00:00:00-04:00,257.3800048828125,260.70001220703125,254.1199951171875,260.4599914550781,70988100,0.0,0.0,237.07569988348874,226.46835356514208,,81.79595805355754,232.78399887084962,15.698230303400754,264.18045947765114,201.38753826404812,6.58001708984375,8.994284493582589
2024-09-30 00:00:00-04:00,259.0400085449219,264.8599853515625,255.77000427246094,261.6300048828125,80705700,0.0,0.0,239.4142051215196,227.84724185210956,,79.18040464946327,235.15999908447264,16.307441907914274,267.7748829003012,202.5451152686441,9.089981079101562,8.919998168945312
2024-10-01 00:00:00-04:00,262.6700134277344,263.9800109863281,248.52999877929688,258.0199890136719,87397600,0.0,0.0,241.1861845398198,229.0304868388375,,73.9464805261485,237.53099822998047,15.992882817379874,269.5167638647402,205.5452325952207,15.45001220703125,9.189999171665736
2024-10-02 00:00:00-04:00,247.5500030517578,251.16000366210938,241.5,249.02000427246094,93983900,0.0,0.0,241.93226260959514,229.81438948329335,,63.77457070000304,239.01149826049806,15.592614520826231,270.1967273021505,207.8262692188456,16.519989013671875,9.82571302141462
2024-10-03 00:00:00-04:00,244.47999572753906,249.7899932861328,237.80999755859375,240.66000366210938,80729200,0.0,0.0,241.81109509078698,230.2397076863842,,56.680849357099646,239.53599853515624,15.455379509267836,270.4467575536919,208.62523951662058,11.979995727539062,10.227856227329799
2024-10-04 00:00:00-04:00,246.69000244140625,250.9600067138672,244.5800018310547,250.0800018310547,86573200,0.0,0.0,242.59861001843151,231.0177584371556,,63.9487609994583,241.50349884033204,14.034685263507482,269.572869367347,213.43412831331707,10.300003051757812,10.480713980538505
2024-10-07 00:00:00-04:00,249.0,249.8300018310547,240.6999969482422,240.8300018310547,68113300,0.0,0.0,242.43017114344323,231.4025522957399,,57.06806822983856,242.73149871826172,12.723869186812866,268.17923709188744,217.283760344636,9.3800048828125,10.577856881277901
2024-10-08 00:00:00-04:00,243.55999755859375,246.2100067138672,240.55999755859375,244.5,56303200,0.0,0.0,242.62729770121052,231.91617769590698,,59.13604096860135,243.64799880981445,12.113682873775367,267.8753645573652,219.42063306226373,5.6500091552734375,10.352858407156807
2024-10-09 00:00:00-04:00,243.82000732421875,247.42999267578125,239.50999450683594,241.0500030517578,66289500,0.0,0.0,242.47707916316742,232.2743669255482,,48.23731970031961,244.29399871826172,11.575109574035668,267.4442178663331,221.1437795701904,7.9199981689453125,9.701429094587054
2024-10-10 00:00:00-04:00,241.80999755859375,242.7899932861328,232.33999633789062,238.77000427246094,83087100,0.0,0.0,242.12402441167154,232.52909780189773,,50.333250735314685,244.74199905395508,11.150629461571501,267.0432579770981,222.4407401308121,10.449996948242188,9.87142835344587
2024-10-11 00:00:00-04:00,220.1300048828125,223.33999633789062,214.3800048828125,217.8000030517578,142628900,0.0,0.0,239.8074509488226,231.95148624306873,,31.545159224739947,244.11749954223632,12.293782971941043,268.70506548611843,219.52993359835423,24.389999389648438,10.774285452706474
2024-10-14 00:00:00-04:00,220.1300048828125,221.91000366210938,213.74000549316406,219.16000366210938,86291900,0.0,0.0,237.84102739770705,231.449859475188,,29.1829642157481,243.73649978637695,12.959429298441735,269.6553583832604,217.8176411894935,8.169998168945312,10.77642822265625
2024-10-15 00:00:00-04:00,220.00999450683594,224.25999450683594,217.1199951171875,219.57000732421875,62988800,0.0,0.0,236.10093024785104,230.98398292024802,,27.161857452111335,243.3215003967285,13.610789537257517,270.5430794712436,216.09992132221348,7.1399993896484375,10.945714678083148
2024-10-16 00:00:00-04:00,221.39999389648438,222.82000732421875,218.92999267578125,221.3300018310547,49632800,0.0,0.0,234.6941751605371,230.60539542655417,,29.684990346153043,243.02800064086915,14.033453523847074,271.0949076885633,214.961093593175,3.8900146484375,10.493572780064174
2024-10-17 00:00:00-04:00,221.58999633789062,222.0800018310547,217.89999389648438,220.88999938964844,50791800,0.0,0.0,233.3794917537858,230.22439950353828,,23.67266317714548,241.8765007019043,14.875969558731411,271.6284398193671,212.12456158444147,4.1800079345703125,10.3221435546875
2024-10-18 00:00:00-04:00,220.7100067138672,222.27999877929688,219.22999572753906,220.6999969482422,49611900,0.0,0.0,232.1719208199245,229.85089352097765,,22.407975633665615,240.9990005493164,15.60109242036373,272.20118539004386,209.79681570858895,3.0500030517578125,9.890716552734375
2024-10-21 00:00:00-04:00,218.89999389648438,220.47999572753906,215.72999572753906,218.85000610351562,47329000,0.0,0.0,230.9031670374094,229.41948617127326,,22.95263262149507,239.44150085449218,16.19865404955679,271.83880895360574,207.0441927553786,4.970001220703125,9.142144339425224
2024-10-22 00:00:00-04:00,217.30999755859375,218.22000122070312,215.25999450683594,217.97000122070312,43268700,0.0,0.0,229.67143695962784,228.97048676144698,,25.85160499740229,237.6265007019043,16.48091039123818,270.58832148438063,204.66467991942793,3.5900115966796875,8.218574523925781
2024-10-23 00:00:00-04:00,217.1300048828125,218.72000122070312,212.11000061035156,213.64999389648438,80938900,0.0,0.0,228.14558523932848,228.36968311968374,,27.58505413641079,235.45800094604493,16.647277958343842,268.7525568627326,202.16344502935726,6.6100006103515625,7.8350034441266745
2024-10-24 00:00:00-04:00,244.67999267578125,262.1199951171875,242.64999389648438,260.4800109863281,204491900,0.0,0.0,231.22505435809035,229.62891166347373,,55.32459919124996,235.77100143432617,17.072036771561372,269.9150749774489,201.62692789120342,48.470001220703125,10.561431884765625
2024-10-25 00:00:00-04:00,256.010009765625,269.489990234375,255.32000732421875,269.19000244140625,161611900,0.0,0.0,234.84076369935852,231.18032698809856,,64.60049298829495,236.20750198364257,17.831236779339747,271.8699755423221,200.54502842496308,14.16998291015625,10.903573172433036
2024-10-28 00:00:00-04:00,270.0,273.5400085449219,262.239990234375,262.510009765625,107653600,0.0,0.0,237.47592999138388,232.40894199898196,,58.993313136608286,236.2515022277832,17.898230783001324,272.0479637937858,200.45504066178054,11.300018310546875,11.307145254952568
